#,data_fields:,site,year,,#,data_fields:,site,year,,#,data_fields:,site,year,
ALT,1985,6,1728.48,1985.419406,ALT,1985,6,1728.48,1985.419406,SMO,1983,4,1570.88,1983.25274
ALT,1985,7,1716.96,1985.50274,ALT,1985,7,1716.96,1985.50274,SMO,1983,5,1574.43,1983.336073
ALT,1985,8,1715.51,1985.586073,ALT,1985,8,1715.51,1985.586073,SMO,1983,6,1587.5,1983.419406
ALT,1985,9,1739.48,1985.669406,ALT,1985,9,1739.48,1985.669406,SMO,1983,7,1593.46,1983.50274
ALT,1985,10,1760.61,1985.75274,ALT,1985,10,1760.61,1985.75274,SMO,1983,8,1592.76,1983.586073
ALT,1985,11,1761.19,1985.836073,ALT,1985,11,1761.19,1985.836073,SMO,1983,9,1594.16,1983.669406
ALT,1985,12,1771.32,1985.919406,ALT,1985,12,1771.32,1985.919406,SMO,1983,10,1598.23,1983.75274
ALT,1986,1,1779.4,1986.00274,ALT,1986,1,1779.4,1986.00274,SMO,1983,11,1596.82,1983.836073
ALT,1986,2,1781.94,1986.086073,ALT,1986,2,1781.94,1986.086073,SMO,1983,12,1598.48,1983.919406
ALT,1986,3,1787.66,1986.169406,ALT,1986,3,1787.66,1986.169406,SMO,1984,1,1608.63,1984.00274
ALT,1986,4,1779.15,1986.25274,ALT,1986,4,1779.15,1986.25274,SMO,1984,2,1601.87,1984.086073
ALT,1986,5,1764.71,1986.336073,ALT,1986,5,1764.71,1986.336073,SMO,1984,3,1588.64,1984.169406
ALT,1986,6,1745.5,1986.419406,ALT,1986,6,1745.5,1986.419406,SMO,1984,4,1592.78,1984.25274
ALT,1986,7,1734.03,1986.50274,ALT,1986,7,1734.03,1986.50274,SMO,1984,5,1597.92,1984.336073
ALT,1986,8,1738.32,1986.586073,ALT,1986,8,1738.32,1986.586073,SMO,1984,6,1605.31,1984.419406
ALT,1986,9,1753.16,1986.669406,ALT,1986,9,1753.16,1986.669406,SMO,1984,7,1611.09,1984.50274
ALT,1986,10,1774.14,1986.75274,ALT,1986,10,1774.14,1986.75274,SMO,1984,8,1609.18,1984.586073
ALT,1986,11,1773.51,1986.836073,ALT,1986,11,1773.51,1986.836073,SMO,1984,9,1608.8,1984.669406
ALT,1986,12,1762.29,1986.919406,ALT,1986,12,1762.29,1986.919406,SMO,1984,10,1608.81,1984.75274
ALT,1987,1,1770.61,1987.00274,ALT,1987,1,1770.61,1987.00274,SMO,1984,11,1607.52,1984.836073
ALT,1987,2,1777.61,1987.086073,ALT,1987,2,1777.61,1987.086073,SMO,1984,12,1613.96,1984.919406
ALT,1987,3,1779.4,1987.169406,ALT,1987,3,1779.4,1987.169406,SMO,1985,1,1620.38,1985.00274
ALT,1987,4,1776.88,1987.25274,ALT,1987,4,1776.88,1987.25274,SMO,1985,2,1621.44,1985.086073
ALT,1987,5,1770.14,1987.336073,ALT,1987,5,1770.14,1987.336073,SMO,1985,3,1616.16,1985.169406
ALT,1987,6,1756.42,1987.419406,ALT,1987,6,1756.42,1987.419406,SMO,1985,4,1611.13,1985.25274
ALT,1987,7,1748.74,1987.50274,ALT,1987,7,1748.74,1987.50274,SMO,1985,5,1615.03,1985.336073
ALT,1987,8,1756.48,1987.586073,ALT,1987,8,1756.48,1987.586073,SMO,1985,6,1616.9,1985.419406
ALT,1987,9,1774,1987.669406,ALT,1987,9,1774,1987.669406,SMO,1985,7,1618.7,1985.50274
ALT,1987,10,1786.84,1987.75274,ALT,1987,10,1786.84,1987.75274,SMO,1985,8,1622.4,1985.586073
ALT,1987,11,1788.99,1987.836073,ALT,1987,11,1788.99,1987.836073,SMO,1985,9,1623.55,1985.669406
ALT,1987,12,1789.61,1987.919406,ALT,1987,12,1789.61,1987.919406,SMO,1985,10,1621.69,1985.75274
ALT,1988,1,1797.95,1988.00274,ALT,1988,1,1797.95,1988.00274,SMO,1985,11,1617.25,1985.836073
ALT,1988,2,1798.76,1988.086073,ALT,1988,2,1798.76,1988.086073,SMO,1985,12,1615.79,1985.919406
ALT,1988,3,1795.23,1988.169406,ALT,1988,3,1795.23,1988.169406,SMO,1986,1,1626.56,1986.00274
ALT,1988,4,1795.49,1988.25274,ALT,1988,4,1795.49,1988.25274,SMO,1986,2,1638.88,1986.086073
ALT,1988,5,1785.63,1988.336073,ALT,1988,5,1785.63,1988.336073,SMO,1986,3,1635.19,1986.169406
ALT,1988,6,1769.28,1988.419406,ALT,1988,6,1769.28,1988.419406,SMO,1986,4,1624.67,1986.25274
ALT,1988,7,1752.76,1988.50274,ALT,1988,7,1752.76,1988.50274,SMO,1986,5,1621.4,1986.336073
ALT,1988,8,1754.82,1988.586073,ALT,1988,8,1754.82,1988.586073,SMO,1986,6,1624.5,1986.419406
ALT,1988,9,1781.41,1988.669406,ALT,1988,9,1781.41,1988.669406,SMO,1986,7,1628.46,1986.50274
ALT,1988,10,1802.75,1988.75274,ALT,1988,10,1802.75,1988.75274,SMO,1986,8,1630.85,1986.586073
ALT,1988,11,1806.88,1988.836073,ALT,1988,11,1806.88,1988.836073,SMO,1986,9,1632.79,1986.669406
ALT,1988,12,1805.06,1988.919406,ALT,1988,12,1805.06,1988.919406,SMO,1986,10,1631.2,1986.75274
ALT,1989,1,1814.11,1989.00274,ALT,1989,1,1814.11,1989.00274,SMO,1986,11,1626.01,1986.836073
ALT,1989,2,1821.57,1989.086073,ALT,1989,2,1821.57,1989.086073,SMO,1986,12,1622.56,1986.919406
ALT,1989,3,1816.67,1989.169406,ALT,1989,3,1816.67,1989.169406,SMO,1987,1,1628.59,1987.00274
ALT,1989,4,1804.34,1989.25274,ALT,1989,4,1804.34,1989.25274,SMO,1987,2,1640.04,1987.086073
ALT,1989,5,1788.24,1989.336073,ALT,1989,5,1788.24,1989.336073,SMO,1987,3,1636.16,1987.169406
ALT,1989,6,1778.52,1989.419406,ALT,1989,6,1778.52,1989.419406,SMO,1987,4,1625.02,1987.25274
ALT,1989,7,1773.45,1989.50274,ALT,1989,7,1773.45,1989.50274,SMO,1987,5,1627.86,1987.336073
ALT,1989,8,1777.09,1989.586073,ALT,1989,8,1777.09,1989.586073,SMO,1987,6,1637.24,1987.419406
ALT,1989,9,1786.55,1989.669406,ALT,1989,9,1786.55,1989.669406,SMO,1987,7,1642.09,1987.50274
ALT,1989,10,1793.53,1989.75274,ALT,1989,10,1793.53,1989.75274,SMO,1987,8,1643.51,1987.586073
ALT,1989,11,1809.42,1989.836073,ALT,1989,11,1809.42,1989.836073,SMO,1987,9,1642.73,1987.669406
ALT,1989,12,1828.71,1989.919406,ALT,1989,12,1828.71,1989.919406,SMO,1987,10,1642.81,1987.75274
ALT,1990,1,1827.62,1990.00274,ALT,1990,1,1827.62,1990.00274,SMO,1987,11,1638.95,1987.836073
ALT,1990,2,1822.75,1990.086073,ALT,1990,2,1822.75,1990.086073,SMO,1987,12,1635.81,1987.919406
ALT,1990,3,1823.03,1990.169406,ALT,1990,3,1823.03,1990.169406,SMO,1988,1,1642.55,1988.00274
ALT,1990,4,1813.56,1990.25274,ALT,1990,4,1813.56,1990.25274,SMO,1988,2,1647.56,1988.086073
ALT,1990,5,1800.1,1990.336073,ALT,1990,5,1800.1,1990.336073,SMO,1988,3,1645.42,1988.169406
ALT,1990,6,1787.47,1990.419406,ALT,1990,6,1787.47,1990.419406,SMO,1988,4,1644.37,1988.25274
ALT,1990,7,1778.13,1990.50274,ALT,1990,7,1778.13,1990.50274,SMO,1988,5,1638.7,1988.336073
ALT,1990,8,1776.98,1990.586073,ALT,1990,8,1776.98,1990.586073,SMO,1988,6,1640.51,1988.419406
ALT,1990,9,1787.78,1990.669406,ALT,1990,9,1787.78,1990.669406,SMO,1988,7,1650.15,1988.50274
ALT,1990,10,1809.17,1990.75274,ALT,1990,10,1809.17,1990.75274,SMO,1988,8,1655.55,1988.586073
ALT,1990,11,1818.42,1990.836073,ALT,1990,11,1818.42,1990.836073,SMO,1988,9,1656.49,1988.669406
ALT,1990,12,1825.73,1990.919406,ALT,1990,12,1825.73,1990.919406,SMO,1988,10,1657.93,1988.75274
ALT,1991,1,1839.45,1991.00274,ALT,1991,1,1839.45,1991.00274,SMO,1988,11,1657.44,1988.836073
ALT,1991,2,1836.25,1991.086073,ALT,1991,2,1836.25,1991.086073,SMO,1988,12,1658.37,1988.919406
ALT,1991,3,1828.63,1991.169406,ALT,1991,3,1828.63,1991.169406,SMO,1989,1,1663.54,1989.00274
ALT,1991,4,1822.49,1991.25274,ALT,1991,4,1822.49,1991.25274,SMO,1989,2,1661.41,1989.086073
ALT,1991,5,1804.49,1991.336073,ALT,1991,5,1804.49,1991.336073,SMO,1989,3,1655.08,1989.169406
ALT,1991,6,1787.89,1991.419406,ALT,1991,6,1787.89,1991.419406,SMO,1989,4,1656.93,1989.25274
ALT,1991,7,1781.55,1991.50274,ALT,1991,7,1781.55,1991.50274,SMO,1989,5,1661.51,1989.336073
ALT,1991,8,1794.04,1991.586073,ALT,1991,8,1794.04,1991.586073,SMO,1989,6,1662.17,1989.419406
ALT,1991,9,1813.57,1991.669406,ALT,1991,9,1813.57,1991.669406,SMO,1989,7,1665.51,1989.50274
ALT,1991,10,1820.2,1991.75274,ALT,1991,10,1820.2,1991.75274,SMO,1989,8,1668.69,1989.586073
ALT,1991,11,1825.03,1991.836073,ALT,1991,11,1825.03,1991.836073,SMO,1989,9,1666.42,1989.669406
ALT,1991,12,1844.6,1991.919406,ALT,1991,12,1844.6,1991.919406,SMO,1989,10,1663.86,1989.75274
ALT,1992,1,1858.1,1992.00274,ALT,1992,1,1858.1,1992.00274,SMO,1989,11,1667.6,1989.836073
ALT,1992,2,1854.38,1992.086073,ALT,1992,2,1854.38,1992.086073,SMO,1989,12,1664.61,1989.919406
ALT,1992,3,1848.13,1992.169406,ALT,1992,3,1848.13,1992.169406,SMO,1990,1,1655.79,1990.00274
ALT,1992,4,1835.33,1992.25274,ALT,1992,4,1835.33,1992.25274,SMO,1990,2,1655.93,1990.086073
ALT,1992,5,1824.04,1992.336073,ALT,1992,5,1824.04,1992.336073,SMO,1990,3,1662.61,1990.169406
ALT,1992,6,1809.87,1992.419406,ALT,1992,6,1809.87,1992.419406,SMO,1990,4,1663.44,1990.25274
ALT,1992,7,1794.65,1992.50274,ALT,1992,7,1794.65,1992.50274,SMO,1990,5,1660.66,1990.336073
ALT,1992,8,1795.64,1992.586073,ALT,1992,8,1795.64,1992.586073,SMO,1990,6,1666.88,1990.419406
ALT,1992,9,1805.28,1992.669406,ALT,1992,9,1805.28,1992.669406,SMO,1990,7,1673.36,1990.50274
ALT,1992,10,1812.95,1992.75274,ALT,1992,10,1812.95,1992.75274,SMO,1990,8,1674.4,1990.586073
ALT,1992,11,1826.75,1992.836073,ALT,1992,11,1826.75,1992.836073,SMO,1990,9,1675.13,1990.669406
ALT,1992,12,1842.81,1992.919406,ALT,1992,12,1842.81,1992.919406,SMO,1990,10,1672.8,1990.75274
ALT,1993,1,1841.6,1993.00274,ALT,1993,1,1841.6,1993.00274,SMO,1990,11,1671.75,1990.836073
ALT,1993,2,1834.75,1993.086073,ALT,1993,2,1834.75,1993.086073,SMO,1990,12,1676.42,1990.919406
ALT,1993,3,1838.01,1993.169406,ALT,1993,3,1838.01,1993.169406,SMO,1991,1,1679.5,1991.00274
ALT,1993,4,1836.67,1993.25274,ALT,1993,4,1836.67,1993.25274,SMO,1991,2,1683.28,1991.086073
ALT,1993,5,1819.14,1993.336073,ALT,1993,5,1819.14,1993.336073,SMO,1991,3,1675.78,1991.169406
ALT,1993,6,1796.49,1993.419406,ALT,1993,6,1796.49,1993.419406,SMO,1991,4,1667.35,1991.25274
ALT,1993,7,1788.11,1993.50274,ALT,1993,7,1788.11,1993.50274,SMO,1991,5,1672.7,1991.336073
ALT,1993,8,1800.17,1993.586073,ALT,1993,8,1800.17,1993.586073,SMO,1991,6,1676.46,1991.419406
ALT,1993,9,1814.54,1993.669406,ALT,1993,9,1814.54,1993.669406,SMO,1991,7,1681.26,1991.50274
ALT,1993,10,1820.61,1993.75274,ALT,1993,10,1820.61,1993.75274,SMO,1991,8,1686.1,1991.586073
ALT,1993,11,1829.4,1993.836073,ALT,1993,11,1829.4,1993.836073,SMO,1991,9,1688.75,1991.669406
ALT,1993,12,1840.07,1993.919406,ALT,1993,12,1840.07,1993.919406,SMO,1991,10,1687.27,1991.75274
ALT,1994,1,1850.71,1994.00274,ALT,1994,1,1850.71,1994.00274,SMO,1991,11,1686.82,1991.836073
ALT,1994,2,1862.53,1994.086073,ALT,1994,2,1862.53,1994.086073,SMO,1991,12,1686.55,1991.919406
ALT,1994,3,1861.81,1994.169406,ALT,1994,3,1861.81,1994.169406,SMO,1992,1,1678.8,1992.00274
ALT,1994,4,1843.26,1994.25274,ALT,1994,4,1843.26,1994.25274,SMO,1992,2,1684.01,1992.086073
ALT,1994,5,1822.85,1994.336073,ALT,1994,5,1822.85,1994.336073,SMO,1992,3,1689.42,1992.169406
ALT,1994,6,1811.97,1994.419406,ALT,1994,6,1811.97,1994.419406,SMO,1992,4,1681.13,1992.25274
ALT,1994,7,1801.44,1994.50274,ALT,1994,7,1801.44,1994.50274,SMO,1992,5,1684.62,1992.336073
ALT,1994,8,1800.83,1994.586073,ALT,1994,8,1800.83,1994.586073,SMO,1992,6,1693.51,1992.419406
ALT,1994,9,1819.69,1994.669406,ALT,1994,9,1819.69,1994.669406,SMO,1992,7,1695.78,1992.50274
ALT,1994,10,1831.54,1994.75274,ALT,1994,10,1831.54,1994.75274,SMO,1992,8,1696.91,1992.586073
ALT,1994,11,1839.15,1994.836073,ALT,1994,11,1839.15,1994.836073,SMO,1992,9,1695.48,1992.669406
ALT,1994,12,1847.98,1994.919406,ALT,1994,12,1847.98,1994.919406,SMO,1992,10,1693.6,1992.75274
ALT,1995,1,1850.67,1995.00274,ALT,1995,1,1850.67,1995.00274,SMO,1992,11,1691.17,1992.836073
ALT,1995,2,1856.49,1995.086073,ALT,1995,2,1856.49,1995.086073,SMO,1992,12,1685.42,1992.919406
ALT,1995,3,1852.46,1995.169406,ALT,1995,3,1852.46,1995.169406,SMO,1993,1,1685.21,1993.00274
ALT,1995,4,1837.71,1995.25274,ALT,1995,4,1837.71,1995.25274,SMO,1993,2,1691.71,1993.086073
ALT,1995,5,1824.95,1995.336073,ALT,1995,5,1824.95,1995.336073,SMO,1993,3,1691.79,1993.169406
ALT,1995,6,1811.07,1995.419406,ALT,1995,6,1811.07,1995.419406,SMO,1993,4,1688.33,1993.25274
ALT,1995,7,1806.69,1995.50274,ALT,1995,7,1806.69,1995.50274,SMO,1993,5,1687.56,1993.336073
ALT,1995,8,1816.45,1995.586073,ALT,1995,8,1816.45,1995.586073,SMO,1993,6,1693.42,1993.419406
ALT,1995,9,1826.53,1995.669406,ALT,1995,9,1826.53,1995.669406,SMO,1993,7,1699.18,1993.50274
ALT,1995,10,1833.29,1995.75274,ALT,1995,10,1833.29,1995.75274,SMO,1993,8,1698.69,1993.586073
ALT,1995,11,1841.53,1995.836073,ALT,1995,11,1841.53,1995.836073,SMO,1993,9,1699.18,1993.669406
ALT,1995,12,1854.86,1995.919406,ALT,1995,12,1854.86,1995.919406,SMO,1993,10,1698.55,1993.75274
ALT,1996,1,1859.09,1996.00274,ALT,1996,1,1859.09,1996.00274,SMO,1993,11,1693.52,1993.836073
ALT,1996,2,1856.85,1996.086073,ALT,1996,2,1856.85,1996.086073,SMO,1993,12,1693.19,1993.919406
ALT,1996,3,1853.19,1996.169406,ALT,1996,3,1853.19,1996.169406,SMO,1994,1,1696.18,1994.00274
ALT,1996,4,1840.5,1996.25274,ALT,1996,4,1840.5,1996.25274,SMO,1994,2,1695.34,1994.086073
ALT,1996,5,1831.19,1996.336073,ALT,1996,5,1831.19,1996.336073,SMO,1994,3,1693.21,1994.169406
ALT,1996,6,1822.72,1996.419406,ALT,1996,6,1822.72,1996.419406,SMO,1994,4,1693.65,1994.25274
ALT,1996,7,1809.45,1996.50274,ALT,1996,7,1809.45,1996.50274,SMO,1994,5,1697.24,1994.336073
ALT,1996,8,1810.32,1996.586073,ALT,1996,8,1810.32,1996.586073,SMO,1994,6,1700.64,1994.419406
ALT,1996,9,1828.01,1996.669406,ALT,1996,9,1828.01,1996.669406,SMO,1994,7,1704.42,1994.50274
ALT,1996,10,1838.72,1996.75274,ALT,1996,10,1838.72,1996.75274,SMO,1994,8,1706.74,1994.586073
ALT,1996,11,1842.44,1996.836073,ALT,1996,11,1842.44,1996.836073,SMO,1994,9,1706.78,1994.669406
ALT,1996,12,1848.7,1996.919406,ALT,1996,12,1848.7,1996.919406,SMO,1994,10,1704.36,1994.75274
ALT,1997,1,1866.12,1997.00274,ALT,1997,1,1866.12,1997.00274,SMO,1994,11,1701.84,1994.836073
ALT,1997,2,1872.1,1997.086073,ALT,1997,2,1872.1,1997.086073,SMO,1994,12,1701.7,1994.919406
ALT,1997,3,1849.51,1997.169406,ALT,1997,3,1849.51,1997.169406,SMO,1995,1,1700.58,1995.00274
ALT,1997,4,1837.04,1997.25274,ALT,1997,4,1837.04,1997.25274,SMO,1995,2,1701.06,1995.086073
ALT,1997,5,1831.54,1997.336073,ALT,1997,5,1831.54,1997.336073,SMO,1995,3,1698.65,1995.169406
ALT,1997,6,1814.91,1997.419406,ALT,1997,6,1814.91,1997.419406,SMO,1995,4,1699.16,1995.25274
ALT,1997,7,1806.6,1997.50274,ALT,1997,7,1806.6,1997.50274,SMO,1995,5,1704.17,1995.336073
ALT,1997,8,1810.21,1997.586073,ALT,1997,8,1810.21,1997.586073,SMO,1995,6,1705.52,1995.419406
ALT,1997,9,1824.19,1997.669406,ALT,1997,9,1824.19,1997.669406,SMO,1995,7,1708.69,1995.50274
ALT,1997,10,1836.63,1997.75274,ALT,1997,10,1836.63,1997.75274,SMO,1995,8,1711.79,1995.586073
ALT,1997,11,1839.97,1997.836073,ALT,1997,11,1839.97,1997.836073,SMO,1995,9,1714.24,1995.669406
ALT,1997,12,1850.58,1997.919406,ALT,1997,12,1850.58,1997.919406,SMO,1995,10,1712.33,1995.75274
ALT,1998,1,1862.56,1998.00274,ALT,1998,1,1862.56,1998.00274,SMO,1995,11,1706.44,1995.836073
ALT,1998,2,1866.38,1998.086073,ALT,1998,2,1866.38,1998.086073,SMO,1995,12,1707.48,1995.919406
ALT,1998,3,1858.04,1998.169406,ALT,1998,3,1858.04,1998.169406,SMO,1996,1,1718.05,1996.00274
ALT,1998,4,1845.19,1998.25274,ALT,1998,4,1845.19,1998.25274,SMO,1996,2,1725.59,1996.086073
ALT,1998,5,1840.12,1998.336073,ALT,1998,5,1840.12,1998.336073,SMO,1996,3,1713.74,1996.169406
ALT,1998,6,1827.5,1998.419406,ALT,1998,6,1827.5,1998.419406,SMO,1996,4,1698.5,1996.25274
ALT,1998,7,1817.96,1998.50274,ALT,1998,7,1817.96,1998.50274,SMO,1996,5,1701.91,1996.336073
ALT,1998,8,1826.05,1998.586073,ALT,1998,8,1826.05,1998.586073,SMO,1996,6,1708.92,1996.419406
ALT,1998,9,1841.99,1998.669406,ALT,1998,9,1841.99,1998.669406,SMO,1996,7,1711.85,1996.50274
ALT,1998,10,1857.73,1998.75274,ALT,1998,10,1857.73,1998.75274,SMO,1996,8,1714.74,1996.586073
ALT,1998,11,1865.5,1998.836073,ALT,1998,11,1865.5,1998.836073,SMO,1996,9,1714.15,1996.669406
ALT,1998,12,1873.66,1998.919406,ALT,1998,12,1873.66,1998.919406,SMO,1996,10,1712.1,1996.75274
ALT,1999,1,1882.64,1999.00274,ALT,1999,1,1882.64,1999.00274,SMO,1996,11,1711.99,1996.836073
ALT,1999,2,1881.84,1999.086073,ALT,1999,2,1881.84,1999.086073,SMO,1996,12,1713.63,1996.919406
ALT,1999,3,1872.23,1999.169406,ALT,1999,3,1872.23,1999.169406,SMO,1997,1,1711.02,1997.00274
ALT,1999,4,1865.93,1999.25274,ALT,1999,4,1865.93,1999.25274,SMO,1997,2,1709.91,1997.086073
ALT,1999,5,1853.2,1999.336073,ALT,1999,5,1853.2,1999.336073,SMO,1997,3,1714.93,1997.169406
ALT,1999,6,1835.39,1999.419406,ALT,1999,6,1835.39,1999.419406,SMO,1997,4,1709.54,1997.25274
ALT,1999,7,1828.53,1999.50274,ALT,1999,7,1828.53,1999.50274,SMO,1997,5,1707.98,1997.336073
ALT,1999,8,1825.42,1999.586073,ALT,1999,8,1825.42,1999.586073,SMO,1997,6,1713.17,1997.419406
ALT,1999,9,1835.01,1999.669406,ALT,1999,9,1835.01,1999.669406,SMO,1997,7,1715.36,1997.50274
ALT,1999,10,1847.14,1999.75274,ALT,1999,10,1847.14,1999.75274,SMO,1997,8,1717.59,1997.586073
ALT,1999,11,1854.99,1999.836073,ALT,1999,11,1854.99,1999.836073,SMO,1997,9,1718.95,1997.669406
ALT,1999,12,1864.96,1999.919406,ALT,1999,12,1864.96,1999.919406,SMO,1997,10,1718.06,1997.75274
ALT,2000,1,1868.05,2000.00274,ALT,2000,1,1868.05,2000.00274,SMO,1997,11,1713.99,1997.836073
ALT,2000,2,1869.1,2000.086073,ALT,2000,2,1869.1,2000.086073,SMO,1997,12,1713.1,1997.919406
ALT,2000,3,1868.02,2000.169406,ALT,2000,3,1868.02,2000.169406,SMO,1998,1,1709.51,1998.00274
ALT,2000,4,1863.01,2000.25274,ALT,2000,4,1863.01,2000.25274,SMO,1998,2,1700.5,1998.086073
ALT,2000,5,1852.25,2000.336073,ALT,2000,5,1852.25,2000.336073,SMO,1998,3,1699.69,1998.169406
ALT,2000,6,1836.06,2000.419406,ALT,2000,6,1836.06,2000.419406,SMO,1998,4,1705.39,1998.25274
ALT,2000,7,1825.36,2000.50274,ALT,2000,7,1825.36,2000.50274,SMO,1998,5,1714.36,1998.336073
ALT,2000,8,1829.38,2000.586073,ALT,2000,8,1829.38,2000.586073,SMO,1998,6,1722.1,1998.419406
ALT,2000,9,1842.88,2000.669406,ALT,2000,9,1842.88,2000.669406,SMO,1998,7,1726.8,1998.50274
ALT,2000,10,1850.63,2000.75274,ALT,2000,10,1850.63,2000.75274,SMO,1998,8,1728.62,1998.586073
ALT,2000,11,1853.1,2000.836073,ALT,2000,11,1853.1,2000.836073,SMO,1998,9,1729.2,1998.669406
ALT,2000,12,1859.89,2000.919406,ALT,2000,12,1859.89,2000.919406,SMO,1998,10,1729.67,1998.75274
ALT,2001,1,1867.91,2001.00274,ALT,2001,1,1867.91,2001.00274,SMO,1998,11,1726.01,1998.836073
ALT,2001,2,1869.19,2001.086073,ALT,2001,2,1869.19,2001.086073,SMO,1998,12,1730.78,1998.919406
ALT,2001,3,1866.75,2001.169406,ALT,2001,3,1866.75,2001.169406,SMO,1999,1,1741.14,1999.00274
ALT,2001,4,1865.6,2001.25274,ALT,2001,4,1865.6,2001.25274,SMO,1999,2,1733.92,1999.086073
ALT,2001,5,1854.25,2001.336073,ALT,2001,5,1854.25,2001.336073,SMO,1999,3,1724.74,1999.169406
ALT,2001,6,1836.06,2001.419406,ALT,2001,6,1836.06,2001.419406,SMO,1999,4,1728.98,1999.25274
ALT,2001,7,1825.78,2001.50274,ALT,2001,7,1825.78,2001.50274,SMO,1999,5,1735.77,1999.336073
ALT,2001,8,1828.07,2001.586073,ALT,2001,8,1828.07,2001.586073,SMO,1999,6,1735.96,1999.419406
ALT,2001,9,1834.89,2001.669406,ALT,2001,9,1834.89,2001.669406,SMO,1999,7,1736.2,1999.50274
ALT,2001,10,1850.62,2001.75274,ALT,2001,10,1850.62,2001.75274,SMO,1999,8,1737.5,1999.586073
ALT,2001,11,1860.91,2001.836073,ALT,2001,11,1860.91,2001.836073,SMO,1999,9,1737.88,1999.669406
ALT,2001,12,1863.15,2001.919406,ALT,2001,12,1863.15,2001.919406,SMO,1999,10,1737.55,1999.75274
ALT,2002,1,1873.03,2002.00274,ALT,2002,1,1873.03,2002.00274,SMO,1999,11,1733.34,1999.836073
ALT,2002,2,1873.99,2002.086073,ALT,2002,2,1873.99,2002.086073,SMO,1999,12,1731.88,1999.919406
ALT,2002,3,1867.95,2002.169406,ALT,2002,3,1867.95,2002.169406,SMO,2000,1,1734.83,2000.00274
ALT,2002,4,1860.04,2002.25274,ALT,2002,4,1860.04,2002.25274,SMO,2000,2,1738.57,2000.086073
ALT,2002,5,1847.67,2002.336073,ALT,2002,5,1847.67,2002.336073,SMO,2000,3,1738.2,2000.169406
ALT,2002,6,1833.31,2002.419406,ALT,2002,6,1833.31,2002.419406,SMO,2000,4,1732.09,2000.25274
ALT,2002,7,1822.44,2002.50274,ALT,2002,7,1822.44,2002.50274,SMO,2000,5,1729.24,2000.336073
ALT,2002,8,1828.92,2002.586073,ALT,2002,8,1828.92,2002.586073,SMO,2000,6,1732.18,2000.419406
ALT,2002,9,1847.35,2002.669406,ALT,2002,9,1847.35,2002.669406,SMO,2000,7,1739.26,2000.50274
ALT,2002,10,1857.1,2002.75274,ALT,2002,10,1857.1,2002.75274,SMO,2000,8,1740.92,2000.586073
ALT,2002,11,1858.94,2002.836073,ALT,2002,11,1858.94,2002.836073,SMO,2000,9,1740.11,2000.669406
ALT,2002,12,1859.01,2002.919406,ALT,2002,12,1859.01,2002.919406,SMO,2000,10,1737.77,2000.75274
ALT,2003,1,1874.03,2003.00274,ALT,2003,1,1874.03,2003.00274,SMO,2000,11,1732.75,2000.836073
ALT,2003,2,1892.63,2003.086073,ALT,2003,2,1892.63,2003.086073,SMO,2000,12,1728.77,2000.919406
ALT,2003,3,1886.82,2003.169406,ALT,2003,3,1886.82,2003.169406,SMO,2001,1,1730.03,2001.00274
ALT,2003,4,1870.15,2003.25274,ALT,2003,4,1870.15,2003.25274,SMO,2001,2,1738.64,2001.086073
ALT,2003,5,1858.84,2003.336073,ALT,2003,5,1858.84,2003.336073,SMO,2001,3,1735.9,2001.169406
ALT,2003,6,1844.27,2003.419406,ALT,2003,6,1844.27,2003.419406,SMO,2001,4,1725.97,2001.25274
ALT,2003,7,1835.55,2003.50274,ALT,2003,7,1835.55,2003.50274,SMO,2001,5,1726.97,2001.336073
ALT,2003,8,1840.17,2003.586073,ALT,2003,8,1840.17,2003.586073,SMO,2001,6,1731.17,2001.419406
ALT,2003,9,1855.85,2003.669406,ALT,2003,9,1855.85,2003.669406,SMO,2001,7,1735.67,2001.50274
ALT,2003,10,1868.46,2003.75274,ALT,2003,10,1868.46,2003.75274,SMO,2001,8,1738.78,2001.586073
ALT,2003,11,1868.99,2003.836073,ALT,2003,11,1868.99,2003.836073,SMO,2001,9,1737.42,2001.669406
ALT,2003,12,1871.77,2003.919406,ALT,2003,12,1871.77,2003.919406,SMO,2001,10,1734.65,2001.75274
ALT,2004,1,1881.57,2004.00274,ALT,2004,1,1881.57,2004.00274,SMO,2001,11,1732.31,2001.836073
ALT,2004,2,1880.29,2004.086073,ALT,2004,2,1880.29,2004.086073,SMO,2001,12,1729.55,2001.919406
ALT,2004,3,1870.82,2004.169406,ALT,2004,3,1870.82,2004.169406,SMO,2002,1,1730.5,2002.00274
ALT,2004,4,1864.83,2004.25274,ALT,2004,4,1864.83,2004.25274,SMO,2002,2,1733.12,2002.086073
ALT,2004,5,1854.59,2004.336073,ALT,2004,5,1854.59,2004.336073,SMO,2002,3,1728.47,2002.169406
ALT,2004,6,1839.8,2004.419406,ALT,2004,6,1839.8,2004.419406,SMO,2002,4,1721.49,2002.25274
ALT,2004,7,1828.2,2004.50274,ALT,2004,7,1828.2,2004.50274,SMO,2002,5,1726.56,2002.336073
ALT,2004,8,1830.24,2004.586073,ALT,2004,8,1830.24,2004.586073,SMO,2002,6,1733.64,2002.419406
ALT,2004,9,1848.1,2004.669406,ALT,2004,9,1848.1,2004.669406,SMO,2002,7,1736.52,2002.50274
