#,data_fields:,site,year,,#,data_fields:,site,year,,#,data_fields:,site,year,
,,,,,KUM,2020,10,1911.55,2020.75274,SPO,2014,1,1756.19,2014.00274
,,,,,KUM,2020,11,1925.99,2020.836073,SPO,2014,2,1751.77,2014.086073
,,,,,KUM,2020,12,1935.67,2020.919406,SPO,2014,3,1752.77,2014.169406
,,,,,MLO,1983,5,1639.43,1983.336073,SPO,2014,4,1758.65,2014.25274
,,,,,MLO,1983,6,1633.49,1983.419406,SPO,2014,5,1766.21,2014.336073
,,,,,MLO,1983,7,1633.15,1983.50274,SPO,2014,6,1775.74,2014.419406
,,,,,MLO,1983,8,1631.47,1983.586073,SPO,2014,7,1784.51,2014.50274
,,,,,MLO,1983,9,1648.36,1983.669406,SPO,2014,8,1790.37,2014.586073
,,,,,MLO,1983,10,1663.76,1983.75274,SPO,2014,9,1792.69,2014.669406
,,,,,MLO,1983,11,1658.32,1983.836073,SPO,2014,10,1791.85,2014.75274
,,,,,MLO,1983,12,1654.25,1983.919406,SPO,2014,11,1787.25,2014.836073
,,,,,MLO,1984,1,1658.97,1984.00274,SPO,2014,12,1778.8,2014.919406
,,,,,MLO,1984,2,1656.58,1984.086073,SPO,2015,1,1770.77,2015.00274
,,,,,MLO,1984,3,1655.66,1984.169406,SPO,2015,2,1765.63,2015.086073
,,,,,MLO,1984,4,1657.67,1984.25274,SPO,2015,3,1765.83,2015.169406
,,,,,MLO,1984,5,1649.44,1984.336073,SPO,2015,4,1771.07,2015.25274
,,,,,MLO,1984,6,1633.8,1984.419406,SPO,2015,5,1778.6,2015.336073
,,,,,MLO,1984,7,1629.63,1984.50274,SPO,2015,6,1786.24,2015.419406
,,,,,MLO,1984,8,1643.84,1984.586073,SPO,2015,7,1792.93,2015.50274
,,,,,MLO,1984,9,1663.23,1984.669406,SPO,2015,8,1799.68,2015.586073
,,,,,MLO,1984,10,1673.71,1984.75274,SPO,2015,9,1802.7,2015.669406
,,,,,MLO,1984,11,1676.18,1984.836073,SPO,2015,10,1801.42,2015.75274
,,,,,MLO,1984,12,1671.14,1984.919406,SPO,2015,11,1795.81,2015.836073
,,,,,MLO,1985,1,1662.43,1985.00274,SPO,2015,12,1787.26,2015.919406
,,,,,MLO,1985,2,1665.35,1985.086073,SPO,2016,1,1779.54,2016.00274
,,,,,MLO,1985,3,1677.29,1985.169406,SPO,2016,2,1774.9,2016.086073
,,,,,MLO,1985,4,1674.21,1985.25274,SPO,2016,3,1774.24,2016.169406
,,,,,MLO,1985,5,1666.06,1985.336073,SPO,2016,4,1778.15,2016.25274
,,,,,MLO,1985,6,1658.57,1985.419406,SPO,2016,5,1785.98,2016.336073
,,,,,MLO,1985,7,1653.45,1985.50274,SPO,2016,6,1793.53,2016.419406
,,,,,MLO,1985,8,1653.81,1985.586073,SPO,2016,7,1800.47,2016.50274
,,,,,MLO,1985,9,1667.55,1985.669406,SPO,2016,8,1805.54,2016.586073
,,,,,MLO,1985,10,1680.77,1985.75274,SPO,2016,9,1807.38,2016.669406
,,,,,MLO,1985,11,1680.04,1985.836073,SPO,2016,10,1806.1,2016.75274
,,,,,MLO,1985,12,1677.19,1985.919406,SPO,2016,11,1800.15,2016.836073
,,,,,MLO,1986,1,1675.1,1986.00274,SPO,2016,12,1791.54,2016.919406
,,,,,MLO,1986,2,1666.18,1986.086073,SPO,2017,1,1782,2017.00274
,,,,,MLO,1986,3,1671.94,1986.169406,SPO,2017,2,1776.65,2017.086073
,,,,,MLO,1986,4,1687.67,1986.25274,SPO,2017,3,1776.88,2017.169406
,,,,,MLO,1986,5,1685.44,1986.336073,SPO,2017,4,1781.78,2017.25274
,,,,,MLO,1986,6,1684.25,1986.419406,SPO,2017,5,1789.87,2017.336073
,,,,,MLO,1986,7,1681.95,1986.50274,SPO,2017,6,1797.62,2017.419406
,,,,,MLO,1986,8,1669.95,1986.586073,SPO,2017,7,1806.76,2017.50274
,,,,,MLO,1986,9,1679.67,1986.669406,SPO,2017,8,1813.99,2017.586073
,,,,,MLO,1986,10,1690.42,1986.75274,SPO,2017,9,1816.52,2017.669406
,,,,,MLO,1986,11,1691.84,1986.836073,SPO,2017,10,1816.32,2017.75274
,,,,,MLO,1986,12,1697.29,1986.919406,SPO,2017,11,1811.68,2017.836073
,,,,,MLO,1987,1,1692,1987.00274,SPO,2017,12,1802.04,2017.919406
,,,,,MLO,1987,2,1689.78,1987.086073,SPO,2018,1,1791.81,2018.00274
,,,,,MLO,1987,3,1694.32,1987.169406,SPO,2018,2,1787.78,2018.086073
,,,,,MLO,1987,4,1695.51,1987.25274,SPO,2018,3,1789.42,2018.169406
,,,,,MLO,1987,5,1694.3,1987.336073,SPO,2018,4,1795.61,2018.25274
,,,,,MLO,1987,6,1687.12,1987.419406,SPO,2018,5,1804.56,2018.336073
,,,,,MLO,1987,7,1680.56,1987.50274,SPO,2018,6,1812.26,2018.419406
,,,,,MLO,1987,8,1678.29,1987.586073,SPO,2018,7,1820.1,2018.50274
,,,,,MLO,1987,9,1680.99,1987.669406,SPO,2018,8,1826.6,2018.586073
,,,,,MLO,1987,10,1700.83,1987.75274,SPO,2018,9,1829.06,2018.669406
,,,,,MLO,1987,11,1716.04,1987.836073,SPO,2018,10,1826.82,2018.75274
,,,,,MLO,1987,12,1707.48,1987.919406,SPO,2018,11,1820.77,2018.836073
,,,,,MLO,1988,1,1697.68,1988.00274,SPO,2018,12,1810.86,2018.919406
,,,,,MLO,1988,2,1700.69,1988.086073,SPO,2019,1,1801.77,2019.00274
,,,,,MLO,1988,3,1705.39,1988.169406,SPO,2019,2,1798.12,2019.086073
,,,,,MLO,1988,4,1707.54,1988.25274,SPO,2019,3,1798.55,2019.169406
,,,,,MLO,1988,5,1705.24,1988.336073,SPO,2019,4,1802.27,2019.25274
,,,,,MLO,1988,6,1698.4,1988.419406,SPO,2019,5,1807.37,2019.336073
,,,,,MLO,1988,7,1687.21,1988.50274,SPO,2019,6,1815.33,2019.419406
,,,,,MLO,1988,8,1691.29,1988.586073,SPO,2019,7,1824.52,2019.50274
,,,,,MLO,1988,9,1700.71,1988.669406,SPO,2019,8,1830.53,2019.586073
,,,,,MLO,1988,10,1708.26,1988.75274,SPO,2019,9,1833.54,2019.669406
,,,,,MLO,1988,11,1719.36,1988.836073,SPO,2019,10,1832.94,2019.75274
,,,,,MLO,1988,12,1725.68,1988.919406,SPO,2019,11,1828.45,2019.836073
,,,,,MLO,1989,1,1720.86,1989.00274,SPO,2019,12,1818.83,2019.919406
,,,,,MLO,1989,2,1712.76,1989.086073,SPO,2020,1,1808.99,2020.00274
,,,,,MLO,1989,3,1714.97,1989.169406,SPO,2020,2,1804.01,2020.086073
,,,,,MLO,1989,4,1723.44,1989.25274,SPO,2020,3,1803.8,2020.169406
,,,,,MLO,1989,5,1724.48,1989.336073,SPO,2020,4,1808.01,2020.25274
,,,,,MLO,1989,6,1713.13,1989.419406,SPO,2020,5,1815.48,2020.336073
,,,,,MLO,1989,7,1699.84,1989.50274,SPO,2020,6,1824.94,2020.419406
,,,,,MLO,1989,8,1706.74,1989.586073,SPO,2020,7,1832.65,2020.50274
,,,,,MLO,1989,9,1720.77,1989.669406,SPO,2020,8,1839.17,2020.586073
,,,,,MLO,1989,10,1721.98,1989.75274,SPO,2020,9,1842.95,2020.669406
,,,,,MLO,1989,11,1726.29,1989.836073,SPO,2020,10,1842.36,2020.75274
,,,,,MLO,1989,12,1730.65,1989.919406,SPO,2020,11,1837.08,2020.836073
,,,,,MLO,1990,1,1727.94,1990.00274,SPO,2020,12,1827.96,2020.919406
,,,,,MLO,1990,2,1728.6,1990.086073,,,,,
,,,,,MLO,1990,3,1733.77,1990.169406,,,,,
,,,,,MLO,1990,4,1737.5,1990.25274,,,,,
,,,,,MLO,1990,5,1734.69,1990.336073,,,,,
,,,,,MLO,1990,6,1722.26,1990.419406,,,,,
,,,,,MLO,1990,7,1712.67,1990.50274,,,,,
,,,,,MLO,1990,8,1718.1,1990.586073,,,,,
,,,,,MLO,1990,9,1733.83,1990.669406,,,,,
,,,,,MLO,1990,10,1736.91,1990.75274,,,,,
,,,,,MLO,1990,11,1741.57,1990.836073,,,,,
,,,,,MLO,1990,12,1749.56,1990.919406,,,,,
,,,,,MLO,1991,1,1734.86,1991.00274,,,,,
,,,,,MLO,1991,2,1731.15,1991.086073,,,,,
,,,,,MLO,1991,3,1746.49,1991.169406,,,,,
,,,,,MLO,1991,4,1749.56,1991.25274,,,,,
,,,,,MLO,1991,5,1747.45,1991.336073,,,,,
,,,,,MLO,1991,6,1739.95,1991.419406,,,,,
,,,,,MLO,1991,7,1730.9,1991.50274,,,,,
,,,,,MLO,1991,8,1722.12,1991.586073,,,,,
,,,,,MLO,1991,9,1734.57,1991.669406,,,,,
,,,,,MLO,1991,10,1751.75,1991.75274,,,,,
,,,,,MLO,1991,11,1750.41,1991.836073,,,,,
,,,,,MLO,1991,12,1752.36,1991.919406,,,,,
,,,,,MLO,1992,1,1755.63,1992.00274,,,,,
,,,,,MLO,1992,2,1750.17,1992.086073,,,,,
,,,,,MLO,1992,3,1752.34,1992.169406,,,,,
,,,,,MLO,1992,4,1753.24,1992.25274,,,,,
,,,,,MLO,1992,5,1744.69,1992.336073,,,,,
,,,,,MLO,1992,6,1743.28,1992.419406,,,,,
,,,,,MLO,1992,7,1736.26,1992.50274,,,,,
,,,,,MLO,1992,8,1725.84,1992.586073,,,,,
,,,,,MLO,1992,9,1729.81,1992.669406,,,,,
,,,,,MLO,1992,10,1740.78,1992.75274,,,,,
,,,,,MLO,1992,11,1755.44,1992.836073,,,,,
,,,,,MLO,1992,12,1758.32,1992.919406,,,,,
,,,,,MLO,1993,1,1747.87,1993.00274,,,,,
,,,,,MLO,1993,2,1745.81,1993.086073,,,,,
,,,,,MLO,1993,3,1747.91,1993.169406,,,,,
,,,,,MLO,1993,4,1746.72,1993.25274,,,,,
,,,,,MLO,1993,5,1749.72,1993.336073,,,,,
,,,,,MLO,1993,6,1745.54,1993.419406,,,,,
,,,,,MLO,1993,7,1731.89,1993.50274,,,,,
,,,,,MLO,1993,8,1732.11,1993.586073,,,,,
,,,,,MLO,1993,9,1744.49,1993.669406,,,,,
,,,,,MLO,1993,10,1760.21,1993.75274,,,,,
,,,,,MLO,1993,11,1768.14,1993.836073,,,,,
,,,,,MLO,1993,12,1763.5,1993.919406,,,,,
,,,,,MLO,1994,1,1759.9,1994.00274,,,,,
,,,,,MLO,1994,2,1752.23,1994.086073,,,,,
,,,,,MLO,1994,3,1754.6,1994.169406,,,,,
,,,,,MLO,1994,4,1763.77,1994.25274,,,,,
,,,,,MLO,1994,5,1755.27,1994.336073,,,,,
,,,,,MLO,1994,6,1746.62,1994.419406,,,,,
,,,,,MLO,1994,7,1737.39,1994.50274,,,,,
,,,,,MLO,1994,8,1734.09,1994.586073,,,,,
,,,,,MLO,1994,9,1757.17,1994.669406,,,,,
,,,,,MLO,1994,10,1778.62,1994.75274,,,,,
,,,,,MLO,1994,11,1781.25,1994.836073,,,,,
,,,,,MLO,1994,12,1779.29,1994.919406,,,,,
,,,,,MLO,1995,1,1764.55,1995.00274,,,,,
,,,,,MLO,1995,2,1757.23,1995.086073,,,,,
,,,,,MLO,1995,3,1764.77,1995.169406,,,,,
,,,,,MLO,1995,4,1762.92,1995.25274,,,,,
,,,,,MLO,1995,5,1762.33,1995.336073,,,,,
,,,,,MLO,1995,6,1759.18,1995.419406,,,,,
,,,,,MLO,1995,7,1749.34,1995.50274,,,,,
,,,,,MLO,1995,8,1751.27,1995.586073,,,,,
,,,,,MLO,1995,9,1761.46,1995.669406,,,,,
,,,,,MLO,1995,10,1768.9,1995.75274,,,,,
,,,,,MLO,1995,11,1768.42,1995.836073,,,,,
,,,,,MLO,1995,12,1772.89,1995.919406,,,,,
,,,,,MLO,1996,1,1771.34,1996.00274,,,,,
,,,,,MLO,1996,2,1770.59,1996.086073,,,,,
,,,,,MLO,1996,3,1769.84,1996.169406,,,,,
,,,,,MLO,1996,4,1759.07,1996.25274,,,,,
,,,,,MLO,1996,5,1755.15,1996.336073,,,,,
,,,,,MLO,1996,6,1753.73,1996.419406,,,,,
,,,,,MLO,1996,7,1747.15,1996.50274,,,,,
,,,,,MLO,1996,8,1745.69,1996.586073,,,,,
,,,,,MLO,1996,9,1767.14,1996.669406,,,,,
,,,,,MLO,1996,10,1774.67,1996.75274,,,,,
,,,,,MLO,1996,11,1770.04,1996.836073,,,,,
,,,,,MLO,1996,12,1773.02,1996.919406,,,,,
,,,,,MLO,1997,1,1769.96,1997.00274,,,,,
,,,,,MLO,1997,2,1768.79,1997.086073,,,,,
,,,,,MLO,1997,3,1775.56,1997.169406,,,,,
,,,,,MLO,1997,4,1780.6,1997.25274,,,,,
,,,,,MLO,1997,5,1776.73,1997.336073,,,,,
,,,,,MLO,1997,6,1768.2,1997.419406,,,,,
,,,,,MLO,1997,7,1751.49,1997.50274,,,,,
,,,,,MLO,1997,8,1750.42,1997.586073,,,,,
,,,,,MLO,1997,9,1775.66,1997.669406,,,,,
,,,,,MLO,1997,10,1784.88,1997.75274,,,,,
,,,,,MLO,1997,11,1784.15,1997.836073,,,,,
,,,,,MLO,1997,12,1783.2,1997.919406,,,,,
,,,,,MLO,1998,1,1772.27,1998.00274,,,,,
,,,,,MLO,1998,2,1766.25,1998.086073,,,,,
,,,,,MLO,1998,3,1774.56,1998.169406,,,,,
,,,,,MLO,1998,4,1780.36,1998.25274,,,,,
,,,,,MLO,1998,5,1781.3,1998.336073,,,,,
,,,,,MLO,1998,6,1779.06,1998.419406,,,,,
,,,,,MLO,1998,7,1762.5,1998.50274,,,,,
,,,,,MLO,1998,8,1757.31,1998.586073,,,,,
,,,,,MLO,1998,9,1771.12,1998.669406,,,,,
,,,,,MLO,1998,10,1787.41,1998.75274,,,,,
,,,,,MLO,1998,11,1798.47,1998.836073,,,,,
,,,,,MLO,1998,12,1803,1998.919406,,,,,
,,,,,MLO,1999,1,1796.36,1999.00274,,,,,
,,,,,MLO,1999,2,1784.88,1999.086073,,,,,
,,,,,MLO,1999,3,1788.1,1999.169406,,,,,
,,,,,MLO,1999,4,1788.38,1999.25274,,,,,
,,,,,MLO,1999,5,1773.36,1999.336073,,,,,
,,,,,MLO,1999,6,1771.15,1999.419406,,,,,
,,,,,MLO,1999,7,1766.97,1999.50274,,,,,
,,,,,MLO,1999,8,1768.75,1999.586073,,,,,
,,,,,MLO,1999,9,1785.84,1999.669406,,,,,
,,,,,MLO,1999,10,1794.47,1999.75274,,,,,
,,,,,MLO,1999,11,1796.61,1999.836073,,,,,
,,,,,MLO,1999,12,1801.84,1999.919406,,,,,
,,,,,MLO,2000,1,1802.09,2000.00274,,,,,
,,,,,MLO,2000,2,1793.96,2000.086073,,,,,
,,,,,MLO,2000,3,1791.86,2000.169406,,,,,
,,,,,MLO,2000,4,1786.86,2000.25274,,,,,
,,,,,MLO,2000,5,1774,2000.336073,,,,,
,,,,,MLO,2000,6,1772.29,2000.419406,,,,,
,,,,,MLO,2000,7,1769.43,2000.50274,,,,,
,,,,,MLO,2000,8,1762.17,2000.586073,,,,,
,,,,,MLO,2000,9,1773.83,2000.669406,,,,,
,,,,,MLO,2000,10,1796.97,2000.75274,,,,,
,,,,,MLO,2000,11,1798.8,2000.836073,,,,,
,,,,,MLO,2000,12,1790.72,2000.919406,,,,,
,,,,,MLO,2001,1,1789.19,2001.00274,,,,,
,,,,,MLO,2001,2,1793.46,2001.086073,,,,,
,,,,,MLO,2001,3,1800.98,2001.169406,,,,,
,,,,,MLO,2001,4,1797.32,2001.25274,,,,,
,,,,,MLO,2001,5,1783.27,2001.336073,,,,,
,,,,,MLO,2001,6,1773.3,2001.419406,,,,,
,,,,,MLO,2001,7,1769.22,2001.50274,,,,,
,,,,,MLO,2001,8,1764.76,2001.586073,,,,,
,,,,,MLO,2001,9,1779.84,2001.669406,,,,,
,,,,,MLO,2001,10,1790.88,2001.75274,,,,,
,,,,,MLO,2001,11,1793.12,2001.836073,,,,,
,,,,,MLO,2001,12,1796,2001.919406,,,,,
,,,,,MLO,2002,1,1787.4,2002.00274,,,,,
,,,,,MLO,2002,2,1782.98,2002.086073,,,,,
,,,,,MLO,2002,3,1786.08,2002.169406,,,,,
,,,,,MLO,2002,4,1781.91,2002.25274,,,,,
,,,,,MLO,2002,5,1778.43,2002.336073,,,,,
,,,,,MLO,2002,6,1774.52,2002.419406,,,,,
,,,,,MLO,2002,7,1766.37,2002.50274,,,,,
,,,,,MLO,2002,8,1766.17,2002.586073,,,,,
,,,,,MLO,2002,9,1780.37,2002.669406,,,,,
,,,,,MLO,2002,10,1795.43,2002.75274,,,,,
,,,,,MLO,2002,11,1801.23,2002.836073,,,,,
,,,,,MLO,2002,12,1792.56,2002.919406,,,,,
,,,,,MLO,2003,1,1785.94,2003.00274,,,,,
,,,,,MLO,2003,2,1791.86,2003.086073,,,,,
,,,,,MLO,2003,3,1796.83,2003.169406,,,,,
,,,,,MLO,2003,4,1794.92,2003.25274,,,,,
,,,,,MLO,2003,5,1786.99,2003.336073,,,,,
,,,,,MLO,2003,6,1790.51,2003.419406,,,,,
,,,,,MLO,2003,7,1785.28,2003.50274,,,,,
,,,,,MLO,2003,8,1773.13,2003.586073,,,,,
,,,,,MLO,2003,9,1788.18,2003.669406,,,,,
,,,,,MLO,2003,10,1806.05,2003.75274,,,,,
,,,,,MLO,2003,11,1807.7,2003.836073,,,,,
,,,,,MLO,2003,12,1794.48,2003.919406,,,,,
,,,,,MLO,2004,1,1789.8,2004.00274,,,,,
,,,,,MLO,2004,2,1798.02,2004.086073,,,,,
,,,,,MLO,2004,3,1806.85,2004.169406,,,,,
,,,,,MLO,2004,4,1805.49,2004.25274,,,,,
,,,,,MLO,2004,5,1787.85,2004.336073,,,,,
,,,,,MLO,2004,6,1779.77,2004.419406,,,,,
,,,,,MLO,2004,7,1774.56,2004.50274,,,,,
,,,,,MLO,2004,8,1769.88,2004.586073,,,,,
,,,,,MLO,2004,9,1778.15,2004.669406,,,,,
,,,,,MLO,2004,10,1790.71,2004.75274,,,,,
,,,,,MLO,2004,11,1800.58,2004.836073,,,,,
,,,,,MLO,2004,12,1796.64,2004.919406,,,,,
,,,,,MLO,2005,1,1788.49,2005.00274,,,,,
,,,,,MLO,2005,2,1796.2,2005.086073,,,,,
,,,,,MLO,2005,3,1802.74,2005.169406,,,,,
,,,,,MLO,2005,4,1791.25,2005.25274,,,,,
,,,,,MLO,2005,5,1780.97,2005.336073,,,,,
,,,,,MLO,2005,6,1780,2005.419406,,,,,
,,,,,MLO,2005,7,1771.28,2005.50274,,,,,
,,,,,MLO,2005,8,1766.55,2005.586073,,,,,
,,,,,MLO,2005,9,1787.2,2005.669406,,,,,
,,,,,MLO,2005,10,1806.12,2005.75274,,,,,
,,,,,MLO,2005,11,1803.21,2005.836073,,,,,
,,,,,MLO,2005,12,1798.28,2005.919406,,,,,
,,,,,MLO,2006,1,1794.46,2006.00274,,,,,
,,,,,MLO,2006,2,1785.96,2006.086073,,,,,
,,,,,MLO,2006,3,1786.13,2006.169406,,,,,
,,,,,MLO,2006,4,1800.6,2006.25274,,,,,
,,,,,MLO,2006,5,1798.45,2006.336073,,,,,
,,,,,MLO,2006,6,1779.6,2006.419406,,,,,
,,,,,MLO,2006,7,1765.33,2006.50274,,,,,
,,,,,MLO,2006,8,1762.23,2006.586073,,,,,
,,,,,MLO,2006,9,1775.46,2006.669406,,,,,
,,,,,MLO,2006,10,1788.46,2006.75274,,,,,
,,,,,MLO,2006,11,1791.54,2006.836073,,,,,
,,,,,MLO,2006,12,1794.54,2006.919406,,,,,
,,,,,MLO,2007,1,1799.19,2007.00274,,,,,
,,,,,MLO,2007,2,1802.72,2007.086073,,,,,
,,,,,MLO,2007,3,1802.55,2007.169406,,,,,
,,,,,MLO,2007,4,1801.61,2007.25274,,,,,
,,,,,MLO,2007,5,1795.35,2007.336073,,,,,
,,,,,MLO,2007,6,1781.3,2007.419406,,,,,
,,,,,MLO,2007,7,1771.35,2007.50274,,,,,
,,,,,MLO,2007,8,1779.03,2007.586073,,,,,
,,,,,MLO,2007,9,1793.7,2007.669406,,,,,
,,,,,MLO,2007,10,1801.87,2007.75274,,,,,
,,,,,MLO,2007,11,1803.4,2007.836073,,,,,
,,,,,MLO,2007,12,1805.05,2007.919406,,,,,
,,,,,MLO,2008,1,1809.44,2008.00274,,,,,
,,,,,MLO,2008,2,1803.09,2008.086073,,,,,
,,,,,MLO,2008,3,1792.28,2008.169406,,,,,
,,,,,MLO,2008,4,1792.07,2008.25274,,,,,
,,,,,MLO,2008,5,1796.11,2008.336073,,,,,
,,,,,MLO,2008,6,1791.25,2008.419406,,,,,
,,,,,MLO,2008,7,1782.36,2008.50274,,,,,
,,,,,MLO,2008,8,1779.49,2008.586073,,,,,
,,,,,MLO,2008,9,1794.51,2008.669406,,,,,
,,,,,MLO,2008,10,1813.65,2008.75274,,,,,
,,,,,MLO,2008,11,1811.99,2008.836073,,,,,
,,,,,MLO,2008,12,1812.31,2008.919406,,,,,
,,,,,MLO,2009,1,1816.15,2009.00274,,,,,
,,,,,MLO,2009,2,1814.84,2009.086073,,,,,
,,,,,MLO,2009,3,1815.19,2009.169406,,,,,
,,,,,MLO,2009,4,1807,2009.25274,,,,,
,,,,,MLO,2009,5,1802.82,2009.336073,,,,,
,,,,,MLO,2009,6,1806.19,2009.419406,,,,,
,,,,,MLO,2009,7,1794.23,2009.50274,,,,,
,,,,,MLO,2009,8,1788.17,2009.586073,,,,,
,,,,,MLO,2009,9,1801.8,2009.669406,,,,,
,,,,,MLO,2009,10,1811.49,2009.75274,,,,,
,,,,,MLO,2009,11,1814.77,2009.836073,,,,,
,,,,,MLO,2009,12,1815.47,2009.919406,,,,,
,,,,,MLO,2010,1,1810.91,2010.00274,,,,,
,,,,,MLO,2010,2,1817.99,2010.086073,,,,,
,,,,,MLO,2010,3,1821.15,2010.169406,,,,,
,,,,,MLO,2010,4,1817.97,2010.25274,,,,,
,,,,,MLO,2010,5,1816.62,2010.336073,,,,,
,,,,,MLO,2010,6,1803.03,2010.419406,,,,,
,,,,,MLO,2010,7,1793.47,2010.50274,,,,,
,,,,,MLO,2010,8,1800.69,2010.586073,,,,,
,,,,,MLO,2010,9,1810.51,2010.669406,,,,,
,,,,,MLO,2010,10,1826.31,2010.75274,,,,,
,,,,,MLO,2010,11,1830.62,2010.836073,,,,,
,,,,,MLO,2010,12,1821.11,2010.919406,,,,,
,,,,,MLO,2011,1,1823.71,2011.00274,,,,,
,,,,,MLO,2011,2,1819.81,2011.086073,,,,,
,,,,,MLO,2011,3,1815.39,2011.169406,,,,,
,,,,,MLO,2011,4,1815.95,2011.25274,,,,,
,,,,,MLO,2011,5,1811.64,2011.336073,,,,,
,,,,,MLO,2011,6,1810.2,2011.419406,,,,,
,,,,,MLO,2011,7,1803.05,2011.50274,,,,,
,,,,,MLO,2011,8,1800,2011.586073,,,,,
,,,,,MLO,2011,9,1813.02,2011.669406,,,,,
,,,,,MLO,2011,10,1823.8,2011.75274,,,,,
,,,,,MLO,2011,11,1827.53,2011.836073,,,,,
,,,,,MLO,2011,12,1831.73,2011.919406,,,,,
,,,,,MLO,2012,1,1827.56,2012.00274,,,,,
,,,,,MLO,2012,2,1819.36,2012.086073,,,,,
,,,,,MLO,2012,3,1823.98,2012.169406,,,,,
,,,,,MLO,2012,4,1834.86,2012.25274,,,,,
,,,,,MLO,2012,5,1829.67,2012.336073,,,,,
,,,,,MLO,2012,6,1813.96,2012.419406,,,,,
,,,,,MLO,2012,7,1803.88,2012.50274,,,,,
,,,,,MLO,2012,8,1804.07,2012.586073,,,,,
,,,,,MLO,2012,9,1815.72,2012.669406,,,,,
,,,,,MLO,2012,10,1828.9,2012.75274,,,,,
,,,,,MLO,2012,11,1836.54,2012.836073,,,,,
,,,,,MLO,2012,12,1836.16,2012.919406,,,,,
,,,,,MLO,2013,1,1833.34,2013.00274,,,,,
,,,,,MLO,2013,2,1837.05,2013.086073,,,,,
,,,,,MLO,2013,3,1838.72,2013.169406,,,,,
,,,,,MLO,2013,4,1830.31,2013.25274,,,,,
,,,,,MLO,2013,5,1825.31,2013.336073,,,,,
,,,,,MLO,2013,6,1814.73,2013.419406,,,,,
,,,,,MLO,2013,7,1804.76,2013.50274,,,,,
,,,,,MLO,2013,8,1813.72,2013.586073,,,,,
,,,,,MLO,2013,9,1838.08,2013.669406,,,,,
,,,,,MLO,2013,10,1844.49,2013.75274,,,,,
,,,,,MLO,2013,11,1840.5,2013.836073,,,,,
,,,,,MLO,2013,12,1848.01,2013.919406,,,,,
,,,,,MLO,2014,1,1840.73,2014.00274,,,,,
,,,,,MLO,2014,2,1831.13,2014.086073,,,,,
,,,,,MLO,2014,3,1846.96,2014.169406,,,,,
,,,,,MLO,2014,4,1855.51,2014.25274,,,,,
,,,,,MLO,2014,5,1844.29,2014.336073,,,,,
,,,,,MLO,2014,6,1831.44,2014.419406,,,,,
,,,,,MLO,2014,7,1818.91,2014.50274,,,,,
,,,,,MLO,2014,8,1824.37,2014.586073,,,,,
,,,,,MLO,2014,9,1840.97,2014.669406,,,,,
,,,,,MLO,2014,10,1844.03,2014.75274,,,,,
,,,,,MLO,2014,11,1854.86,2014.836073,,,,,
,,,,,MLO,2014,12,1863.81,2014.919406,,,,,
,,,,,MLO,2015,1,1853.42,2015.00274,,,,,
,,,,,MLO,2015,2,1848.79,2015.086073,,,,,
,,,,,MLO,2015,3,1858.28,2015.169406,,,,,
,,,,,MLO,2015,4,1866.23,2015.25274,,,,,
,,,,,MLO,2015,5,1862.29,2015.336073,,,,,
,,,,,MLO,2015,6,1844.53,2015.419406,,,,,
,,,,,MLO,2015,7,1831.96,2015.50274,,,,,
,,,,,MLO,2015,8,1827.64,2015.586073,,,,,
,,,,,MLO,2015,9,1840.32,2015.669406,,,,,
,,,,,MLO,2015,10,1860.35,2015.75274,,,,,
,,,,,MLO,2015,11,1866.24,2015.836073,,,,,
,,,,,MLO,2015,12,1863.41,2015.919406,,,,,
,,,,,MLO,2016,1,1858.24,2016.00274,,,,,
,,,,,MLO,2016,2,1858.45,2016.086073,,,,,
,,,,,MLO,2016,3,1864.5,2016.169406,,,,,
,,,,,MLO,2016,4,1873.32,2016.25274,,,,,
,,,,,MLO,2016,5,1870.83,2016.336073,,,,,
,,,,,MLO,2016,6,1855.67,2016.419406,,,,,
,,,,,MLO,2016,7,1835.71,2016.50274,,,,,
,,,,,MLO,2016,8,1840.78,2016.586073,,,,,
,,,,,MLO,2016,9,1863.1,2016.669406,,,,,
,,,,,MLO,2016,10,1876.2,2016.75274,,,,,
,,,,,MLO,2016,11,1874.38,2016.836073,,,,,
,,,,,MLO,2016,12,1864.8,2016.919406,,,,,
,,,,,MLO,2017,1,1870.49,2017.00274,,,,,
,,,,,MLO,2017,2,1869.4,2017.086073,,,,,
,,,,,MLO,2017,3,1862.72,2017.169406,,,,,
,,,,,MLO,2017,4,1867.94,2017.25274,,,,,
,,,,,MLO,2017,5,1869.57,2017.336073,,,,,
,,,,,MLO,2017,6,1856.68,2017.419406,,,,,
,,,,,MLO,2017,7,1839.5,2017.50274,,,,,
,,,,,MLO,2017,8,1839.55,2017.586073,,,,,
,,,,,MLO,2017,9,1862.7,2017.669406,,,,,
,,,,,MLO,2017,10,1882.68,2017.75274,,,,,
,,,,,MLO,2017,11,1885.29,2017.836073,,,,,
,,,,,MLO,2017,12,1879.44,2017.919406,,,,,
,,,,,MLO,2018,1,1876.45,2018.00274,,,,,
,,,,,MLO,2018,2,1875.41,2018.086073,,,,,
,,,,,MLO,2018,3,1871.23,2018.169406,,,,,
,,,,,MLO,2018,4,1869.46,2018.25274,,,,,
